Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
1461 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 110 -1 -1 -1 -1 4 -1 2.00 |  16.49 14.34 12.34 14.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1462 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 130 -1 -1 -1 -1 4 -1 2.00 |  17.83 13.95 11.91 16.31 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1463 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 150 -1 -1 -1 -1 4 -1 2.00 |  19.14 14.75 12.83 17.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1464 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 170 -1 -1 -1 -1 4 -1 2.00 |  18.52 14.80 12.91 17.05 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1465 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 190 -1 -1 -1 -1 4 -1 2.00 |  19.64 14.59 12.66 18.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1466 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 200 -1 -1 -1 -1 4 -1 2.00 |  22.25 14.80 12.87 21.05 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1467 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 80 -1 -1 -1 -1 4 -1 2.00 |  18.43 14.93 13.05 16.96 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1468 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 2.00 |  14.69 12.86 10.63 12.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1469 211 0 -1.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 2.00 |  19.95 16.81 15.19 18.60 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1470 211 0 -1.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 2.00 |  15.53 15.08 13.25 13.75 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1471 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 50 -1 4 -1 2.00 |  12.19 11.96 9.45 9.83 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1472 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 70 -1 4 -1 2.00 |  12.46 12.27 9.87 10.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1473 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 90 -1 4 -1 2.00 |  12.39 12.01 9.52 10.08 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1474 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 110 -1 4 -1 2.00 |  12.02 11.75 9.18 9.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1475 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 130 -1 4 -1 2.00 |  12.27 12.06 9.60 9.92 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1476 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 150 -1 4 -1 2.00 |  16.04 15.60 13.79 14.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1477 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 170 -1 4 -1 2.00 |  14.41 3865.12 1493.78 12.47 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1478 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 190 -1 4 -1 2.00 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1479 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 210 -1 4 -1 2.00 |  0.00 -1.00 -1.00 0.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1480 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 100 -1 4 -1 2.00 |  12.40 12.01 9.56 10.08 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1481 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 100 -1 -1 -1 -1 -1 4 -1 2.00 |  12.42 12.22 9.79 10.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1482 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 120 -1 -1 -1 -1 -1 4 -1 2.00 |  12.13 11.98 9.53 9.76 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1483 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 140 -1 -1 -1 -1 -1 4 -1 2.00 |  12.12 11.86 9.36 9.74 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1484 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 160 -1 -1 -1 -1 -1 4 -1 2.00 |  12.51 12.22 9.82 10.22 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1485 13 0 -1.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.19 8.98 5.37 5.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1488 13 0 -1.00 |  8 2 680.00 3196.68 506.66 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  14.65 14.57 12.51 12.75 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1491 13 0 -1.00 |  8 2 700.00 3290.70 904.27 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.77 13.94 11.86 11.73 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1494 13 0 -1.00 |  8 2 720.00 3384.72 1613.93 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.29 12.94 10.72 11.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1497 13 0 -1.00 |  8 2 740.00 3478.74 2880.52 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.02 11.63 9.08 9.62 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1500 13 0 -1.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.70 10.47 7.52 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1503 13 0 -1.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.81 9.59 6.37 6.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1506 13 0 -1.00 |  8 2 810.00 3807.81 21878.70 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.09 8.81 5.13 5.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1525 13 0 -1.00 |  8 2 690.00 3243.69 676.87 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  14.18 14.18 12.12 12.20 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1530 13 0 -1.00 |  8 2 710.00 3337.71 1208.07 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.14 13.11 10.90 10.99 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1531 13 0 -1.00 |  8 2 730.00 3431.73 2156.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.68 12.39 10.08 10.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1536 13 0 -1.00 |  8 2 750.00 3525.75 3848.25 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.49 11.16 8.52 8.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1537 211 0 -1.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.36 9.26 5.85 5.96 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1540 211 0 -1.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.48 9.38 6.05 6.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1543 211 0 -1.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.51 9.31 5.85 6.19 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1546 211 0 -1.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.46 9.32 5.96 6.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1565 13 1 0.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.01 -1.00 -1.00 -1.00 |  329.50 3595.00 305.50 843.00 352.50 39.00
1568 13 1 4.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.51 -1.00 -1.00 -1.00 |  332.50 3010.00 309.50 1462.00 285.50 24.00
1569 13 1 8.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.39 -1.00 -1.00 -1.00 |  312.50 2325.00 336.50 2168.00 289.50 53.00
1572 13 1 12.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.74 -1.00 -1.00 -1.00 |  316.50 3622.00 293.50 777.00 340.50 68.00
1573 13 1 16.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.38 -1.00 -1.00 -1.00 |  320.50 3069.00 296.50 1398.00 273.50 21.00
1576 211 1 20.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.60 -1.00 -1.00 -1.00 |  300.50 10872.00 324.50 7931.00 277.50 384.00
1577 211 1 24.00 |  8 2 760.00 3572.76 5141.10 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.65 -1.00 -1.00 -1.00 |  304.50 13783.00 328.50 4521.00 280.50 823.00
1580 211 1 0.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.40 -1.00 -1.00 -1.00 |  331.50 3452.00 354.50 1256.00 307.50 139.00
1581 211 1 4.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.52 -1.00 -1.00 -1.00 |  334.50 4020.00 358.50 615.00 311.50 207.00
1584 211 1 8.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.56 -1.00 -1.00 -1.00 |  338.50 4035.00 315.50 504.00 362.50 264.00
1585 211 1 12.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.15 -1.00 -1.00 -1.00 |  342.50 2913.00 318.50 989.00 366.50 47.00
1588 211 1 16.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.24 -1.00 -1.00 -1.00 |  346.50 3394.00 322.50 1392.00 370.50 26.00
1589 211 1 20.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.22 -1.00 -1.00 -1.00 |  350.50 2469.00 326.50 2293.00 302.50 38.00
1592 211 1 24.00 |  8 2 770.00 3619.77 6868.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.75 -1.00 -1.00 -1.00 |  330.50 3127.00 353.50 1687.00 306.50 74.00
1593 211 1 0.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.84 -1.00 -1.00 -1.00 |  331.50 2891.00 354.50 1900.00 307.50 36.00
1596 211 1 4.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.11 -1.00 -1.00 -1.00 |  334.50 3835.00 358.50 923.00 311.50 91.00
1597 211 1 8.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.40 -1.00 -1.00 -1.00 |  338.50 4216.00 362.50 406.00 315.50 210.00
1600 211 1 12.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.83 -1.00 -1.00 -1.00 |  342.50 4163.00 318.50 492.00 366.50 172.00
1601 211 1 16.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.18 -1.00 -1.00 -1.00 |  346.50 3774.00 322.50 998.00 369.50 41.00
1604 211 1 20.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.57 -1.00 -1.00 -1.00 |  350.50 3093.00 326.50 1687.00 302.50 15.00
1605 211 1 24.00 |  8 2 780.00 3666.78 9175.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.01 -1.00 -1.00 -1.00 |  330.50 2722.00 353.50 2044.00 306.50 48.00
1607 211 1 0.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.02 -1.00 -1.00 -1.00 |  331.50 2246.00 354.50 1739.00 307.50 20.00
1610 211 1 4.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.70 -1.00 -1.00 -1.00 |  334.50 3089.00 358.50 894.00 311.50 60.00
1611 211 1 8.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.25 -1.00 -1.00 -1.00 |  338.50 3442.00 362.50 417.00 315.50 125.00
1614 211 1 12.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.73 -1.00 -1.00 -1.00 |  342.50 3872.00 318.50 286.00 366.50 152.00
1615 211 1 16.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.65 -1.00 -1.00 -1.00 |  346.50 4078.00 322.50 448.00 370.50 61.00
1618 211 1 20.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.97 -1.00 -1.00 -1.00 |  350.50 3804.00 326.50 1049.00 373.50 16.00
1619 211 1 24.00 |  8 2 790.00 3713.79 12258.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.66 -1.00 -1.00 -1.00 |  353.50 2862.00 330.50 2002.00 306.50 11.00
1621 211 1 0.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.40 -1.00 -1.00 -1.00 |  354.50 3032.00 331.50 1831.00 308.50 5.00
1624 211 1 4.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.16 -1.00 -1.00 -1.00 |  334.50 2872.00 358.50 1260.00 311.50 25.00
1625 211 1 8.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.85 -1.00 -1.00 -1.00 |  338.50 3582.00 362.50 607.00 315.50 51.00
1628 211 1 12.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.11 -1.00 -1.00 -1.00 |  342.50 4309.00 366.50 341.00 319.50 101.00
1629 211 1 16.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.64 -1.00 -1.00 -1.00 |  346.50 4047.00 322.50 329.00 369.50 84.00
1632 211 1 20.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.09 -1.00 -1.00 -1.00 |  349.50 3781.00 326.50 691.00 373.50 14.00
1633 211 1 24.00 |  8 2 800.00 3760.80 16376.77 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.78 -1.00 -1.00 -1.00 |  353.50 2948.00 330.50 1526.00 306.50 22.00
1635 13 1 33.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.87 -1.00 -1.00 -1.00 |  338.50 3411.00 362.50 830.00 315.50 174.00
1636 13 1 8.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.33 -1.00 -1.00 -1.00 |  341.50 3661.00 364.50 485.00 317.50 209.00
1637 13 1 10.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.01 -1.00 -1.00 -1.00 |  342.50 3753.00 365.50 351.00 318.50 284.00
1638 13 1 12.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.34 -1.00 -1.00 -1.00 |  343.50 3805.00 320.50 317.00 367.50 227.00
1639 13 1 4.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.78 -1.00 -1.00 -1.00 |  335.50 2646.00 359.50 1564.00 312.50 145.00
1640 13 1 6.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.61 -1.00 -1.00 -1.00 |  338.50 3256.00 361.50 983.00 314.50 165.00
1641 13 1 16.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.49 -1.00 -1.00 -1.00 |  348.50 3648.00 325.50 661.00 301.50 35.00
1642 13 1 14.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.16 -1.00 -1.00 -1.00 |  344.50 3848.00 320.50 368.00 367.50 164.00
1643 13 1 14.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.85 -1.00 -1.00 -1.00 |  344.50 15268.00 320.50 1408.00 367.50 713.00
1647 13 0 -1.00 |  5 3 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.18 9.85 6.70 8.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1651 13 0 -1.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.46 9.02 5.68 6.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1655 13 1 4.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.80 -1.00 -1.00 -1.00 |  335.50 2634.00 358.50 1680.00 311.50 32.00
1656 13 1 6.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.98 -1.00 -1.00 -1.00 |  336.50 3107.00 360.50 1266.00 313.50 24.00
1657 13 1 8.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.50 -1.00 -1.00 -1.00 |  338.50 3601.00 362.50 793.00 315.50 42.00
1658 13 1 10.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.08 -1.00 -1.00 -1.00 |  340.50 3819.00 364.50 467.00 317.50 74.00
1659 13 1 12.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  6.66 -1.00 -1.00 -1.00 |  342.50 4017.00 366.50 266.00 318.50 88.00
1660 13 1 14.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  5.88 -1.00 -1.00 -1.00 |  344.50 4158.00 367.50 155.00 320.50 121.00
1661 13 1 16.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  6.14 -1.00 -1.00 -1.00 |  346.50 4086.00 322.50 241.00 370.50 57.00
1662 13 1 18.00 |  5 1 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.19 -1.00 -1.00 -1.00 |  348.50 3975.00 324.50 406.00 371.50 29.00
1663 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.43 10.18 7.24 7.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1667 13 1 4.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.90 -1.00 -1.00 -1.00 |  335.50 3726.00 358.50 457.00 311.50 181.00
1668 13 1 6.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.36 -1.00 -1.00 -1.00 |  336.50 3976.00 360.50 285.00 313.50 282.00
1669 13 1 8.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.15 -1.00 -1.00 -1.00 |  338.50 3897.00 315.50 457.00 362.50 218.00
1670 13 1 10.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.77 -1.00 -1.00 -1.00 |  340.50 3738.00 317.50 682.00 364.50 126.00
1671 13 1 6.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.68 -1.00 -1.00 -1.00 |  336.50 15852.00 360.50 1248.00 313.50 1225.00
1678 13 1 0.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.45 -1.00 -1.00 -1.00 |  307.50 314.00 284.50 236.00 331.50 92.00
1679 13 1 4.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.96 -1.00 -1.00 -1.00 |  311.50 273.00 287.50 228.00 334.50 77.00
1694 13 1 8.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.82 -1.00 -1.00 -1.00 |  315.50 263.00 291.50 260.00 268.50 67.00
1695 13 1 12.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.94 -1.00 -1.00 -1.00 |  295.50 309.00 318.50 242.00 271.50 113.00
1699 211 1 0.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.37 -1.00 -1.00 -1.00 |  307.50 260.00 284.50 202.00 331.50 147.00
1700 211 1 4.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.60 -1.00 -1.00 -1.00 |  311.50 271.00 287.50 226.00 334.50 106.00
1703 211 1 8.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.41 -1.00 -1.00 -1.00 |  315.50 251.00 291.50 227.00 268.50 70.00
1704 211 1 12.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.28 -1.00 -1.00 -1.00 |  295.50 241.00 318.50 221.00 271.50 82.00
1707 211 1 16.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.73 -1.00 -1.00 -1.00 |  299.50 246.00 322.50 219.00 275.50 136.00
1708 211 1 20.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.36 -1.00 -1.00 -1.00 |  302.50 265.00 326.50 198.00 279.50 138.00
1711 211 1 24.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.00 -1.00 -1.00 -1.00 |  306.50 274.00 283.50 160.00 330.50 131.00
1747 211 1 0.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  26.38 -1.00 -1.00 -1.00 |  307.50 696.00 284.50 417.00 331.50 282.00
1748 211 1 4.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  28.14 -1.00 -1.00 -1.00 |  311.50 635.00 287.50 446.00 334.50 195.00
1749 211 1 8.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  25.36 -1.00 -1.00 -1.00 |  315.50 625.00 291.50 579.00 338.50 120.00
1750 211 1 12.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  28.74 -1.00 -1.00 -1.00 |  295.50 587.00 318.50 504.00 271.50 174.00
1751 211 1 16.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  26.97 -1.00 -1.00 -1.00 |  299.50 705.00 322.50 465.00 275.50 241.00
