Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
391 13 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  15.84 14.83 12.96 14.10 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
392 13 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.91 14.99 13.13 14.18 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
399 13 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.11 13.23 11.05 12.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
400 13 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  13.73 13.10 10.88 11.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
407 211 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  24.03 23.24 22.07 22.91 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
408 211 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  25.56 24.37 23.26 24.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
415 211 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  24.72 22.71 21.52 23.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
416 211 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  25.41 22.95 21.78 24.36 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
423 211 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  20.80 19.84 18.47 19.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
424 211 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  20.83 19.92 18.55 19.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
431 211 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  18.76 17.80 16.27 17.31 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
432 211 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  18.96 18.11 16.61 17.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
439 211 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  15.78 15.10 13.26 14.03 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
440 211 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  15.92 15.24 13.43 14.19 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
447 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.19 13.85 11.81 12.22 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
448 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.22 13.90 11.86 12.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
455 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.12 13.78 11.73 12.13 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
456 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  14.22 13.78 11.73 12.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
463 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  14.08 13.70 11.63 12.10 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
466 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  13.11 12.61 10.34 10.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
469 13 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.99 12.65 10.37 10.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
475 211 0 -1.00 |  5 2 700.00 3290.70 526.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  27.03 21.86 20.61 26.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
479 211 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  129.33 222.99 222.88 129.03 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
483 211 0 -1.00 |  5 2 739.00 3474.04 1495.55 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  18.61 18.11 16.61 17.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
485 211 0 -1.00 |  5 2 760.00 3572.76 2624.91 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  17.05 16.74 15.11 15.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
487 211 0 -1.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  14.94 14.59 12.66 13.08 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
489 211 0 -1.00 |  5 2 799.00 3756.10 7461.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.44 13.22 11.06 11.34 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
491 211 0 -1.00 |  5 2 720.00 3384.72 898.99 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  19.84 19.01 17.57 18.48 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
494 211 1 0.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.69 -1.00 -1.00 -1.00 |  331.50 2966.00 307.50 1416.00 354.50 329.00
497 211 1 2.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.96 -1.00 -1.00 -1.00 |  332.50 2723.00 309.50 1722.00 356.50 278.00
499 13 1 0.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.32 -1.00 -1.00 -1.00 |  330.50 2859.00 306.50 696.00 353.50 352.00
501 13 1 2.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.63 -1.00 -1.00 -1.00 |  332.50 2704.00 308.50 1014.00 356.50 217.00
503 13 1 4.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.76 -1.00 -1.00 -1.00 |  333.50 2605.00 310.50 1109.00 357.50 199.00
505 13 1 6.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.14 -1.00 -1.00 -1.00 |  335.50 2303.00 312.50 1463.00 359.50 133.00
507 13 1 8.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.31 -1.00 -1.00 -1.00 |  337.50 2146.00 314.50 1709.00 361.50 99.00
509 13 1 10.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.01 -1.00 -1.00 -1.00 |  316.50 2100.00 339.50 1723.00 292.50 57.00
511 13 1 12.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.21 -1.00 -1.00 -1.00 |  317.50 2202.00 341.50 1539.00 294.50 87.00
513 13 1 14.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.72 -1.00 -1.00 -1.00 |  319.50 2475.00 343.50 1369.00 296.50 105.00
515 13 1 16.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.58 -1.00 -1.00 -1.00 |  321.50 2671.00 345.50 1134.00 298.50 160.00
517 13 1 18.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.13 -1.00 -1.00 -1.00 |  323.50 2778.00 347.50 850.00 300.50 229.00
519 13 1 20.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.93 -1.00 -1.00 -1.00 |  325.50 2928.00 348.50 700.00 301.50 311.00
521 13 1 22.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.87 -1.00 -1.00 -1.00 |  327.50 2962.00 350.50 537.00 303.50 430.00
523 13 1 24.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.96 -1.00 -1.00 -1.00 |  329.50 2870.00 305.50 576.00 352.50 386.00
525 13 1 26.00 |  5 2 800.00 3760.80 7664.32 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.44 -1.00 -1.00 -1.00 |  331.50 2889.00 307.50 732.00 354.50 344.00
527 13 1 0.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.91 -1.00 -1.00 -1.00 |  329.50 2331.00 306.50 1996.00 353.50 149.00
529 13 1 2.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.79 -1.00 -1.00 -1.00 |  308.50 2304.00 331.50 2046.00 355.50 101.00
531 13 1 4.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.01 -1.00 -1.00 -1.00 |  310.50 2603.00 333.50 1697.00 286.50 149.00
533 13 1 6.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.75 -1.00 -1.00 -1.00 |  312.50 2792.00 335.50 1469.00 288.50 208.00
535 13 1 8.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.58 -1.00 -1.00 -1.00 |  313.50 2925.00 337.50 1286.00 290.50 252.00
537 13 1 10.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.30 -1.00 -1.00 -1.00 |  315.50 3081.00 339.50 1071.00 292.50 341.00
539 13 1 14.00 |  5 2 780.00 3666.78 4485.33 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.13 -1.00 -1.00 -1.00 |  319.50 3198.00 342.50 679.00 295.50 603.00
540 13 1 0.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.20 -1.00 -1.00 -1.00 |  329.50 3233.00 306.50 932.00 353.50 315.00
542 13 1 4.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.94 -1.00 -1.00 -1.00 |  333.50 2846.00 310.50 1547.00 357.50 164.00
544 13 1 8.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.43 -1.00 -1.00 -1.00 |  337.50 2256.00 313.50 2181.00 360.50 86.00
546 13 1 12.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.99 -1.00 -1.00 -1.00 |  317.50 2723.00 341.50 1649.00 294.50 128.00
548 13 1 16.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.31 -1.00 -1.00 -1.00 |  321.50 3241.00 344.50 1095.00 297.50 252.00
550 13 1 20.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.34 -1.00 -1.00 -1.00 |  325.50 2869.00 348.50 572.00 301.50 274.00
552 13 1 24.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.10 -1.00 -1.00 -1.00 |  328.50 3333.00 305.50 740.00 352.50 420.00
554 13 1 2.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.42 -1.00 -1.00 -1.00 |  331.50 3183.00 308.50 1072.00 355.50 283.00
556 13 1 6.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.12 -1.00 -1.00 -1.00 |  335.50 2566.00 311.50 1716.00 359.50 137.00
558 13 1 10.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.29 -1.00 -1.00 -1.00 |  315.50 2310.00 339.50 2034.00 362.50 80.00
560 13 1 14.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.75 -1.00 -1.00 -1.00 |  319.50 2914.00 343.50 1450.00 296.50 130.00
562 13 1 18.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.94 -1.00 -1.00 -1.00 |  323.50 3289.00 347.50 938.00 300.50 245.00
564 13 1 22.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.76 -1.00 -1.00 -1.00 |  327.50 3447.00 350.50 619.00 303.50 466.00
566 13 1 0.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.79 -1.00 -1.00 -1.00 |  306.50 2144.00 329.50 2094.00 353.50 102.00
568 13 1 4.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.56 -1.00 -1.00 -1.00 |  310.50 2652.00 333.50 1614.00 286.50 132.00
570 13 1 8.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.53 -1.00 -1.00 -1.00 |  313.50 3055.00 337.50 1102.00 290.50 325.00
572 13 1 12.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.10 -1.00 -1.00 -1.00 |  318.50 3130.00 342.50 1197.00 295.50 176.00
574 13 1 16.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.95 -1.00 -1.00 -1.00 |  321.50 3145.00 297.50 909.00 344.50 412.00
576 13 1 20.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.65 -1.00 -1.00 -1.00 |  325.50 2801.00 301.50 1366.00 348.50 294.00
578 13 1 24.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.96 -1.00 -1.00 -1.00 |  328.50 2209.00 305.50 1945.00 352.50 155.00
580 13 1 0.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.16 -1.00 -1.00 -1.00 |  306.50 2750.00 329.50 770.00 282.50 591.00
582 13 1 4.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.98 -1.00 -1.00 -1.00 |  310.50 2725.00 286.50 848.00 333.50 579.00
584 13 1 8.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.15 -1.00 -1.00 -1.00 |  313.50 2570.00 290.50 1285.00 337.50 353.00
586 13 1 12.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.09 -1.00 -1.00 -1.00 |  317.50 2191.00 293.50 1682.00 341.50 199.00
588 13 1 16.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.33 -1.00 -1.00 -1.00 |  297.50 2079.00 321.50 1851.00 274.50 217.00
590 13 1 20.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.02 -1.00 -1.00 -1.00 |  301.50 2513.00 324.50 1344.00 277.50 332.00
592 13 1 24.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.18 -1.00 -1.00 -1.00 |  305.50 2700.00 328.50 882.00 281.50 558.00
594 13 1 0.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.29 -1.00 -1.00 -1.00 |  306.50 2008.00 282.50 1033.00 329.50 358.00
596 13 1 4.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.21 -1.00 -1.00 -1.00 |  310.50 1824.00 286.50 1237.00 333.50 252.00
598 13 1 8.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.22 -1.00 -1.00 -1.00 |  314.50 1634.00 290.50 1530.00 267.50 234.00
600 13 1 12.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.84 -1.00 -1.00 -1.00 |  294.50 1752.00 317.50 1201.00 270.50 369.00
602 13 1 16.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.94 -1.00 -1.00 -1.00 |  297.50 1902.00 321.50 903.00 274.50 561.00
604 211 1 20.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.21 -1.00 -1.00 -1.00 |  301.50 1929.00 277.50 779.00 324.50 582.00
606 211 1 24.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.16 -1.00 -1.00 -1.00 |  305.50 1916.00 281.50 963.00 328.50 409.00
608 211 1 0.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.24 -1.00 -1.00 -1.00 |  282.50 658.00 306.50 632.00 259.50 149.00
610 211 1 4.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.79 -1.00 -1.00 -1.00 |  286.50 689.00 310.50 501.00 262.50 192.00
612 211 1 8.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.69 -1.00 -1.00 -1.00 |  290.50 767.00 313.50 466.00 266.50 271.00
614 211 1 12.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.09 -1.00 -1.00 -1.00 |  293.50 802.00 270.50 362.00 317.50 353.00
616 211 1 16.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.08 -1.00 -1.00 -1.00 |  297.50 750.00 274.50 421.00 321.50 232.00
618 211 1 20.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.52 -1.00 -1.00 -1.00 |  301.50 730.00 277.50 529.00 325.50 184.00
620 211 1 24.00 |  5 2 712.00 3347.11 725.58 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.00 -1.00 -1.00 -1.00 |  305.50 655.00 281.50 603.00 328.50 141.00
622 211 1 0.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.72 -1.00 -1.00 -1.00 |  330.50 3092.00 353.50 1595.00 306.50 68.00
624 211 1 4.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.89 -1.00 -1.00 -1.00 |  333.50 3596.00 357.50 991.00 310.50 146.00
626 211 1 8.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.87 -1.00 -1.00 -1.00 |  337.50 3968.00 361.50 519.00 314.50 325.00
628 211 1 12.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.60 -1.00 -1.00 -1.00 |  341.50 3746.00 317.50 801.00 364.50 222.00
630 211 1 16.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.82 -1.00 -1.00 -1.00 |  345.50 3225.00 321.50 1419.00 368.50 88.00
632 211 1 20.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.04 -1.00 -1.00 -1.00 |  348.50 2594.00 325.50 2158.00 372.50 22.00
634 211 1 24.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.95 -1.00 -1.00 -1.00 |  329.50 2952.00 352.50 1739.00 305.50 62.00
636 211 1 0.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.33 -1.00 -1.00 -1.00 |  306.50 1785.00 282.50 1000.00 329.50 364.00
638 211 1 4.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.74 -1.00 -1.00 -1.00 |  310.50 1571.00 286.50 1237.00 333.50 251.00
640 211 1 8.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.32 -1.00 -1.00 -1.00 |  290.50 1443.00 313.50 1236.00 266.50 318.00
642 211 1 12.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.97 -1.00 -1.00 -1.00 |  293.50 1649.00 317.50 1024.00 270.50 428.00
644 211 1 16.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.40 -1.00 -1.00 -1.00 |  297.50 1832.00 321.50 749.00 274.50 569.00
646 211 1 0.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.00 -1.00 -1.00 -1.00 |  306.50 2720.00 329.50 1028.00 282.50 589.00
648 211 1 4.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.81 -1.00 -1.00 -1.00 |  310.50 2804.00 286.50 818.00 333.50 714.00
650 211 1 8.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.11 -1.00 -1.00 -1.00 |  314.50 2648.00 290.50 1200.00 337.50 492.00
652 211 1 12.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.01 -1.00 -1.00 -1.00 |  317.50 2382.00 293.50 1547.00 341.50 316.00
654 211 1 16.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.97 -1.00 -1.00 -1.00 |  297.50 2015.00 321.50 1992.00 274.50 217.00
656 211 1 20.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.39 -1.00 -1.00 -1.00 |  301.50 2393.00 324.50 1515.00 277.50 378.00
658 211 1 24.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.90 -1.00 -1.00 -1.00 |  305.50 2637.00 328.50 1109.00 281.50 537.00
659 211 1 0.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.39 -1.00 -1.00 -1.00 |  329.50 2443.00 306.50 1960.00 353.50 197.00
661 211 1 4.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.30 -1.00 -1.00 -1.00 |  310.50 2587.00 333.50 1860.00 286.50 159.00
663 211 1 8.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.09 -1.00 -1.00 -1.00 |  313.50 3039.00 337.50 1306.00 290.50 288.00
665 211 1 12.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.20 -1.00 -1.00 -1.00 |  317.50 3331.00 341.50 906.00 293.50 455.00
667 211 1 16.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.53 -1.00 -1.00 -1.00 |  321.50 3114.00 297.50 733.00 345.50 601.00
669 211 1 20.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.94 -1.00 -1.00 -1.00 |  325.50 3108.00 301.50 1203.00 348.50 386.00
